"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight"
"1","GTR","relaxed_log_normal","birth_death",-7358.50352113212,5.81727033769951,0.00000000130306642048494
"2","GTR","relaxed_log_normal","coalescent_bayesian_skyline",-7365.95137456303,6.22410150232584,7.592851503025e-13
"3","GTR","relaxed_log_normal","coalescent_constant_population",-7371.14244391592,6.75871658710193,4.2262202938636e-15
"4","GTR","relaxed_log_normal","coalescent_exp_population",-7338.22127344402,3.94898911649305,0.838368215565443
"5","GTR","relaxed_log_normal","yule",-7369.94660252013,7.41719593719427,1.39733150352928e-14
"6","GTR","strict","birth_death",-7368.59282353989,6.81840320064851,5.41050984200707e-14
"7","GTR","strict","coalescent_bayesian_skyline",-7386.09984515906,7.41492783557917,1.34907255609308e-21
"8","GTR","strict","coalescent_constant_population",-7378.08600841676,6.86882848125218,4.07756021973568e-18
"9","GTR","strict","coalescent_exp_population",-7357.58619862165,5.50375297788001,0.00000000326102897592253
"10","GTR","strict","yule",-7373.84265461784,6.66574594692644,2.83965463427875e-16
"11","HKY","relaxed_log_normal","birth_death",-7351.22106662825,4.96172716110516,0.00000189538028551815
"12","HKY","relaxed_log_normal","coalescent_bayesian_skyline",-7354.32443771965,4.60302363286303,0.000000085098012833965
"13","HKY","relaxed_log_normal","coalescent_constant_population",-7364.52322150408,6.01587643720098,3.16696963292043e-12
"14","HKY","relaxed_log_normal","coalescent_exp_population",-7362.15380206077,5.31959278909072,3.38586539398167e-11
"15","HKY","relaxed_log_normal","yule",-7349.53177879776,4.8203919534779,0.0000102646641017557
"16","HKY","strict","birth_death",-7363.85208674993,5.64098324594092,6.19603724119111e-12
"17","HKY","strict","coalescent_bayesian_skyline",-7352.28114383861,4.87010198635865,0.00000065661481327836
"18","HKY","strict","coalescent_constant_population",-7363.39685998621,6.00849041080954,9.76824381207969e-12
"19","HKY","strict","coalescent_exp_population",-7364.24239698324,5.49903626871721,4.1937683603254e-12
"20","HKY","strict","yule",-7364.01620614964,6.17436854091314,5.25820930962127e-12
"21","JC69","relaxed_log_normal","birth_death",-7351.98997132777,4.43377034890036,0.000000878547588411729
"22","JC69","relaxed_log_normal","coalescent_bayesian_skyline",-7353.52615102139,5.01181586304341,0.000000189064907610672
"23","JC69","relaxed_log_normal","coalescent_constant_population",-7366.04487082562,6.71264704479865,6.91512436909139e-13
"24","JC69","relaxed_log_normal","coalescent_exp_population",-7347.01057832221,4.65497201288348,0.000127728613084575
"25","JC69","relaxed_log_normal","yule",-7341.32774059242,3.30750908182745,0.0375243574314751
"26","JC69","strict","birth_death",-7343.44716753484,4.17249850489768,0.00450669158524692
"27","JC69","strict","coalescent_bayesian_skyline",-7346.14576405069,3.80031210016908,0.000303299896768456
"28","JC69","strict","coalescent_constant_population",-7357.39576522792,5.29243072279953,0.00000000394510739144634
"29","JC69","strict","coalescent_exp_population",-7345.40613810726,4.54744390392805,0.000635459283003124
"30","JC69","strict","yule",-7340.17774390484,3.55415037805475,0.118508767029171
"31","TN93","relaxed_log_normal","birth_death",-7363.50729386406,5.84641583826614,8.74693032598418e-12
"32","TN93","relaxed_log_normal","coalescent_bayesian_skyline",-7359.59401286722,4.90068462582268,0.000000000437897040667794
"33","TN93","relaxed_log_normal","coalescent_constant_population",-7360.39901344935,5.96582195407988,0.000000000195778365988437
"34","TN93","relaxed_log_normal","coalescent_exp_population",-7354.85636730638,5.20914898742234,0.0000000499925551642955
"35","TN93","relaxed_log_normal","yule",-7356.27002372,4.57927074054704,0.0000000121608002451672
"36","TN93","strict","birth_death",-7364.6709444047,6.34297121833545,2.73205009600939e-12
"37","TN93","strict","coalescent_bayesian_skyline",-7364.66605509885,5.80772458315663,2.74544063307191e-12
"38","TN93","strict","coalescent_constant_population",-7376.4796811925,6.10385145961888,2.03244795447878e-17
"39","TN93","strict","coalescent_exp_population",-7349.42344527356,4.6179955353925,0.0000114391404937391
"40","TN93","strict","yule",-7359.10906883781,5.73645207445543,0.00000000071118162353053
