"","x"
"1",0.0326529854788975
"2",0.104976518933856
"3",0.184812585857056
"4",0.106414550649565
"5",0.101126800476119
"6",0.0626460550603136
"7",0.0488891433382691
"8",0.0903864888257686
"9",0.0542750558948806
"10",0.0806161690544926
"11",0.0543427867544876
"12",0.121766966836281
"13",0.0626916273318805
"14",0.0985757949093694
"15",0.12605351691137
"16",0.0732399888279576
"17",0.142037306821867
"18",0.0263225687614593
"19",0.0542381749802402
"20",0.104509135238671
"21",0.0434239156800645
"22",0.0858475914460085
"23",0.27467805644423
"24",0.201985210763531
"25",0.169879350797913
"26",0.136904979947007
"27",0.144565402875807
"28",0.156553861177622
"29",0.104753438653409
"30",0.170280637188572
"31",0.141395631280942
"32",0.154450535945028
"33",0.0556021490498846
"34",0.154051434487427
"35",0.171361277303477
"36",0.144690968496901
"37",0.14308769535102
"38",0.122912266737178
"39",0.219222854948616
"40",0.0763156219541996
"41",0.09078574835796
"42",0.119009285726303
"43",0.133737018764356
"44",0.0197475350319789
"45",0.161097156294144
"46",0.132567050903305
"47",0.205401352222553
"48",0.0734816351410409
"49",0.0557100626823079
"50",0.223891197510291
"51",0.1584385972042
"52",0.164323414690162
"53",0.0862710082760232
"54",0.0790402313426057
"55",0.110178796363939
"56",0.189994215931046
"57",0.159990373848556
"58",0.213723486645369
"59",0.102421068971655
"60",0.0684703052804485
"61",0.0884204919507099
"62",0.0642734801906443
"63",0.0582331564953042
"64",0.102045981764048
"65",0.122316319326033
"66",0.146741137079496
"67",0.0268976887331398
"68",0.144857580673711
"69",0.0972002459972961
"70",0.0855012105377087
"71",0.121864023496142
"72",0.0479926263342068
"73",0.0914859007104502
"74",0.10761050564208
"75",0.0363452822696011
"76",0.115465051334712
"77",0.103744290568533
"78",0.0757010657790235
"79",0.104540175564207
"80",0.133322734960122
"81",0.194867286040386
"82",0.06989349123588
"83",0.0569527870396463
"84",0.216551503246335
"85",0.145800661869678
"86",0.0702721541669785
"87",0.122015659135
"88",0.0625020726188254
"89",0.0720318582975745
"90",0.102840793811634
"91",0.254653019575496
"92",0.0384309107040831
"93",0.0668361332879227
"94",0.115335721615377
"95",0.110695144782394
"96",0.0735339329490091
"97",0.236025332281588
"98",0.205195395735295
"99",0.109079603588741
"100",0.158081993247295
"101",0.055353352767822
"102",0.150180817612717
"103",0.134607029229793
"104",0.0478380690892816
"105",0.095395750112245
"106",0.125362396740638
"107",0.0291017362548637
"108",0.106192504600911
"109",0.139971555462529
"110",0.0703593682609257
"111",0.0399986241643736
"112",0.0589539590347308
"113",0.129746815498016
"114",0.140213674774429
"115",0.0729746104416783
"116",0.0842845983859701
"117",0.123866541875633
"118",0.0934206189919875
"119",0.109739947635039
"120",0.0615815392635157
"121",0.136581282104159
"122",0.0562900892905663
"123",0.083818407643651
"124",0.0653846819368658
"125",0.135760345918001
"126",0.0854733196944684
"127",0.125635935843347
"128",0.0700671757934935
"129",0.119965780091432
"130",0.0810749971011464
"131",0.0926822272629303
"132",0.0946759169946055
"133",0.0891318352180034
"134",0.0395430192000139
"135",0.268159460396107
"136",0.0807485764194718
"137",0.0367224384706037
"138",0.0662343219948293
"139",0.202748101354469
"140",0.0515520190301493
"141",0.166972583111071
"142",0.0699199900354129
"143",0.12879645912343
"144",0.0352109232251746
"145",0.0673777990858694
"146",0.134177270973771
"147",0.0462670937788059
"148",0.0375536941622576
"149",0.0645419060624811
"150",0.156354555112498
"151",0.101234256922101
"152",0.0776722234580067
"153",0.0435805318713392
"154",0.136046270996723
"155",0.0882912824644482
"156",0.0735897177293098
"157",0.107387423482726
"158",0.125532547030851
"159",0.128279923593789
"160",0.118189144909599
"161",0.18725830493449
"162",0.0840868205007085
"163",0.171164774199925
"164",0.080490551544444
"165",0.216887783902577
"166",0.0890870944282518
"167",0.108195901413651
"168",0.148051313362342
"169",0.052585347225589
"170",0.0782101214580774
"171",0.0705847570788986
"172",0.16851045246076
"173",0.126324909948485
"174",0.0926841554636283
"175",0.0581928461906934
"176",0.0743204553487397
"177",0.0894724992224035
"178",0.158780977667655
"179",0.0883160025280231
"180",0.107622035171352
"181",0.091056067611833
"182",0.0844773607266125
"183",0.210958717180874
"184",0.125234888862932
"185",0.0530653004039268
"186",0.0856290774049529
"187",0.180116899194193
"188",0.088011708718
"189",0.108087796023539
"190",0.139666959571135
"191",0.0661731450348848
"192",0.0668023198013588
"193",0.149031629288348
"194",0.113886979344239
"195",0.0219984474066958
"196",0.238086068864424
"197",0.0531283269847049
"198",0.144739374416461
"199",0.0827492792719735
"200",0.186796542455426
"201",0.0620096915392037
"202",0.169761546343688
"203",0.0777893617157795
"204",0.158719410710644
"205",0.0633376977098153
"206",0.22463249590999
"207",0.157620574254229
"208",0.15126154028883
"209",0.181717035883165
"210",0.176345619614214
"211",0.0726601584162683
"212",0.13777605325139
"213",0.134177900375422
"214",0.120082964961174
"215",0.021944434377544
"216",0.163379301312852
"217",0.170554726061555
"218",0.0681739067017805
"219",0.0422069485931203
"220",0.0740417697663614
"221",0.110667251761951
"222",0.158471873480238
"223",0.0692699485085469
"224",0.0715392550441257
"225",0.0650009834481176
"226",0.143903649644158
"227",0.069566620039798
"228",0.0927238010138474
"229",0.109006032619715
"230",0.20974613502199
"231",0.0514235969773739
"232",0.110701745456529
"233",0.085775259479309
"234",0.159638053748171
"235",0.0845794882926012
"236",0.0652681537536688
"237",0.176799240355004
"238",0.102852205067793
"239",0.115753486865519
"240",0.0831368856850827
"241",0.218388999004193
"242",0.1441000837718
"243",0.11706340604268
"244",0.145799605337807
"245",0.10064836052875
"246",0.194206759423025
"247",0.0735635574060208
"248",0.0936918072007545
"249",0.120268182668314
"250",0.0508215913723645
"251",0.0514859203079435
"252",0.0740974321074461
"253",0.0652565642526558
"254",0.214246769437555
"255",0.16368735227367
"256",0.0679830361019963
"257",0.123159720567476
"258",0.101240958307469
"259",0.0854022222757585
"260",0.166664390572973
"261",0.0394021402363937
"262",0.0850076617964924
"263",0.0682960250645679
"264",0.0357672655506966
"265",0.0659051775147745
"266",0.176228912405341
"267",0.0363963065107205
"268",0.225525309017936
"269",0.0755759540622839
"270",0.114278651603353
"271",0.111240664282558
"272",0.129350766503901
"273",0.176220036492126
"274",0.0326599176357232
"275",0.0667589391276605
"276",0.168252477632396
"277",0.224400623612885
"278",0.131880878400895
"279",0.0381967449026982
"280",0.087597504408743
"281",0.0398499438363307
"282",0.166035514786029
"283",0.142567308251581
"284",0.153889894709967
"285",0.0839733885517401
"286",0.184022464569453
"287",0.180366547568835
"288",0.0980773144424909
"289",0.0194022152244532
"290",0.198322323337821
"291",0.0635465540577675
"292",0.0417770410302566
"293",0.0776913391776652
"294",0.151134811851673
"295",0.170367255850393
"296",0.124582244511146
"297",0.0575911957758765
"298",0.176757336524898
"299",0.0490755460169924
"300",0.186063644888414
"301",0.215027848663989
"302",0.0911213180671966
"303",0.157834884166075
"304",0.176728681262273
"305",0.0639346533499721
"306",0.102215125852036
"307",0.026757546125785
"308",0.0826058704275097
"309",0.08772715372653
"310",0.0426489186410659
"311",0.131646461962548
"312",0.107555150142648
"313",0.0385445763256458
"314",0.0745403859295307
"315",0.183001586076008
"316",0.0854488575227096
"317",0.0981774663399645
"318",0.122107541657981
"319",0.0953040155415161
"320",0.0429251223335384
"321",0.0341741124648066
"322",0.151310482232868
"323",0.129833660651417
"324",0.138430515868247
"325",0.0578922693332595
"326",0.0803130246642701
"327",0.110496428904181
"328",0.0629472512182502
"329",0.0434126617428196
"330",0.0651502080179299
"331",0.108814328826775
"332",0.134426305042528
"333",0.0769788917605498
"334",0.209729254705407
"335",0.152074779680366
"336",0.163512879911975
"337",0.165994340419394
"338",0.0977425386221952
"339",0.0793394796250454
"340",0.140213247747642
"341",0.145491328862656
"342",0.0999285004015358
"343",0.108293535223408
"344",0.0900120243996401
"345",0.0476265191383418
"346",0.219811221825281
"347",0.0905797951451883
"348",0.164988535811249
"349",0.0896740824612093
"350",0.0743998274095022
