"tree","inference_model","inference_model_weight","site_model","clock_model","tree_prior","error_1","error_2","error_3","error_4","error_5","error_6","error_7","error_8","error_9","error_10"
"true","generative",NA,"JC69","strict","yule",0.00686245992154263,0.0199934892110744,0.00628724817879722,0.0100837948729775,0.0186212019662752,0.00664881573607878,0.00680127472233483,0.0119273140290816,0.0198570071989166,0.0147091059492824
"true","candidate",1,"GTR","relaxed_log_normal","birth_death",0.00515559375270636,0.00750387691299416,0.0114403118618705,0.008008173749924,0.00790402352382648,0.0201925542089798,0.00988212856294524,0.0114856248675788,0.0193239764913472,0.0207839298779215
