"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight"
"1","GTR","relaxed_log_normal","birth_death",-8230.81934812237,4.23558662871735,1.0000166664798e-21
"2","GTR","relaxed_log_normal","coalescent_bayesian_skyline",-8262.39508607518,5.07038192321367,1.93570193043685e-35
"3","GTR","relaxed_log_normal","coalescent_constant_population",-8209.3400907306,6.03673505216537,2.12975770805811e-12
"4","GTR","relaxed_log_normal","coalescent_exp_population",-8213.71413742976,5.5436578884371,2.68352628597383e-14
"5","GTR","relaxed_log_normal","yule",-8198.11515029566,4.39653159464049,0.000000159683443466201
"6","GTR","strict","birth_death",-8196.45850133847,5.3836852527995,0.000000837015286961172
"7","GTR","strict","coalescent_bayesian_skyline",-8314.03295088852,0.489758427984831,7.25769540398543e-58
"8","GTR","strict","coalescent_constant_population",-8199.38421717271,4.23678091206494,0.0000000448860250443984
"9","GTR","strict","coalescent_exp_population",-8225.28128465591,4.74998629553482,2.54189520577418e-19
"10","GTR","strict","yule",-8248.46704744428,5.29880583975902,2.16625114016432e-29
"11","HKY","relaxed_log_normal","birth_death",-8206.73442079293,6.17936802348263,2.8837544275109e-11
"12","HKY","relaxed_log_normal","coalescent_bayesian_skyline",-8185.58644002497,3.30451900214545,0.0440970589540268
"13","HKY","relaxed_log_normal","coalescent_constant_population",-8200.72617828938,4.64092861094878,0.0000000117301844057322
"14","HKY","relaxed_log_normal","coalescent_exp_population",-8201.86146143812,5.43629895169963,0.00000000376927333919751
"15","HKY","relaxed_log_normal","yule",-8201.50015511403,4.50749944460359,0.00000000540967252040511
"16","HKY","strict","birth_death",-8212.11616907991,6.46715046357158,1.32646162524898e-13
"17","HKY","strict","coalescent_bayesian_skyline",-8207.19870718634,4.9007516712181,1.81268046996554e-11
"18","HKY","strict","coalescent_constant_population",-8197.75889156997,4.9512233115838,0.000000228024277333063
"19","HKY","strict","coalescent_exp_population",-8198.87070977893,3.69287543432333,0.0000000750109343207958
"20","HKY","strict","yule",-8198.58173237078,4.61738964361702,0.000000100144215492284
"21","JC69","relaxed_log_normal","birth_death",-8189.3925492083,3.67387229363624,0.000980476997606189
"22","JC69","relaxed_log_normal","coalescent_bayesian_skyline",-8213.92935366593,5.04716284944885,2.16390718984852e-14
"23","JC69","relaxed_log_normal","coalescent_constant_population",-8196.77220500308,4.54345773767466,0.000000611636816763309
"24","JC69","relaxed_log_normal","coalescent_exp_population",-8192.93331167814,3.84629665314884,0.0000284252181918561
"25","JC69","relaxed_log_normal","yule",-8182.51405509065,2.6553595893825,0.952202787477231
"26","JC69","strict","birth_death",-8196.78656279626,4.50718818438312,0.000000602917804518872
"27","JC69","strict","coalescent_bayesian_skyline",-8199.60492147223,3.95001504853019,0.0000000359965176039084
"28","JC69","strict","coalescent_constant_population",-8200.9238248581,4.75436680195291,0.00000000962649136021879
"29","JC69","strict","coalescent_exp_population",-8197.73001478965,4.67034993041521,0.000000234704877180963
"30","TN93","relaxed_log_normal","birth_death",-8203.17600947426,5.90450762166176,0.0000000010124105784556
"31","TN93","relaxed_log_normal","coalescent_bayesian_skyline",-8223.20688051659,6.15559885490667,2.02329828289612e-18
"32","TN93","relaxed_log_normal","coalescent_constant_population",-8213.91383397427,7.16782892051148,2.19775231583266e-14
"33","TN93","relaxed_log_normal","coalescent_exp_population",-8204.68867563012,5.63048182035999,0.000000000223056102748096
"34","TN93","relaxed_log_normal","yule",-8195.38745135466,4.46276402754399,0.00000244278074292991
"35","TN93","strict","birth_death",-8207.36209404633,5.79758645567833,1.53944169109729e-11
"36","TN93","strict","coalescent_bayesian_skyline",-8212.02188806838,5.46039596057172,1.45760689278887e-13
"37","TN93","strict","coalescent_constant_population",-8199.70712322027,4.46200416363631,0.0000000324993618096567
"38","TN93","strict","coalescent_exp_population",-8232.83088496647,3.85881273860026,1.33785142806593e-22
"39","TN93","strict","yule",-8188.38484918638,3.64492929002006,0.00268581421671482
